"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","File_loc","Year","original","taxa_data.scientificNameAuthorship.i.","Title","EID","taxa_data.family.i.","taxa_data.ï..taxonID.i.","taxa_data.acceptedNameUsageID.i.","taxa_data.parentNameUsageID.i.","taxa_data.taxonomicStatus.i.","level"
"293","Agapostemon virescens","Animalia","Insecta","Hymenoptera","10.1007/s10531-014-0752-0","2014","Agapostemon virescens","Fabricius 1775","Humans, bees, and pollination services in the city: The case of Chicago, IL (USA)","2-s2.0-84906941114","Halictidae","6845876",NA,"33328335","accepted name","1a"
"294","Agapostemon virescens","Animalia","Insecta","Hymenoptera","10.1603/0046-225X(2008)37[707:VBWAMB]2.0.CO;2","2008","Agapostemon virescens","Fabricius 1775","Visitation by wild and managed bees (Hymenoptera: Apoidea) to eastern U.S. native plants for use in conservation programs","2-s2.0-46849113022","Halictidae","6845876",NA,"33328335","accepted name","1a"
"295","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1093/ee/nvx119","2017","Megachile rotundata","Fabricius 1793","Nutritional regulation of phenotypic plasticity in a solitary bee (Hymenoptera: Megachilidae)","2-s2.0-85032705985","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"296","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1007/s10592-017-0943-9","2017","Megachile rotundata","Fabricius 1793","Novel microsatellite loci reveal high genetic diversity yet low population structure for alfalfa leafcutting bees in North America","2-s2.0-85013119731","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"297","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1007/s10886-017-0844-x","2017","Megachile rotundata","Fabricius 1793","Comparison of the Chemical Compositions of the Cuticle and Dufour’s Gland of Two Solitary Bee Species from Laboratory and Field Conditions","2-s2.0-85019188761","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"298","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1002/ps.4356","2017","Megachile rotundata","Fabricius 1793","Effects of residual novaluron on reproduction in alfalfa leafcutting bees, Megachile rotundata F. (Megachilidae)","2-s2.0-84994627137","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"299","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1080/15659801.2015.1052635","2016","Megachile rotundata","Fabricius 1793","Building height matters: nesting activity of bees and wasps on vegetated roofs","2-s2.0-84987605302","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"300","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1080/00218839.2016.1225865","2016","Megachile rotundata","Fabricius 1793","Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate perennial clovers [Eficacia de la abeja cortadora de hojas de alfalfa Megachile rotundata Fab. para polinizar tréboles perennes]","2-s2.0-84988411400","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"301","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1093/jee/tow026","2016","Megachile rotundata","Fabricius 1793","Optimizing fluctuating thermal regime storage of developing Megachile rotundata (Hymenoptera: Megachilidae)","2-s2.0-85008213607","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"302","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1093/ee/nvv152","2016","Megachile rotundata","Fabricius 1793","Thermoperiodism synchronizes emergence in the alfalfa leafcutting bee (hymenoptera: Megachilidae)","2-s2.0-84964875146","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"303","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1127/entomologia/2015/0012","2015","Megachile rotundata","Fabricius 1793","Utilization of waste materials for management of alfalfa pollinating megachilid bees","2-s2.0-84959313510","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"304","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1080/07060661.2015.1119734","2015","Megachile rotundata","Fabricius 1793","Potential role of pollen and pollinators in the spread of blossom blight of seed alfalfa caused by Botrytis cinerea","2-s2.0-84951568322","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"305","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1007/s00122-015-2553-6","2015","Megachile rotundata","Fabricius 1793","A simple model for pollen-parent fecundity distributions in bee-pollinated forage legume polycrosses","2-s2.0-84939465896","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"306","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1371/journal.pone.0135688","2015","Megachile rotundata","Fabricius 1793","Effects of fungicide and adjuvant sprays on nesting behavior in two managed solitary bees, Osmia lignaria and Megachile rotundata","2-s2.0-84942920158","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"307","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1093/ee/nvv088","2015","Megachile rotundata","Fabricius 1793","Resource effects on solitary bee reproduction in a managed crop pollination system","2-s2.0-84944326874","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"308","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.2135/cropsci2014.04.0295","2015","Megachile rotundata","Fabricius 1793","Selfing rate in an alfalfa seed production field pollinated with leafcutter bees","2-s2.0-84928664579","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"309","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.7717/peerj.930","2015","Megachile rotundata","Fabricius 1793","Seasonal trends in the condition of nesting females of a solitary bee: Wing wear, lipid content, and oocyte size","2-s2.0-84930649377","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"310","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1111/1748-5967.12098","2015","Megachile rotundata","Fabricius 1793","Osmia cornifrons vitellogenin: CDNA cloning, structural analysis and developmental expression","2-s2.0-84925861830","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"311","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1111/phen.12093","2015","Megachile rotundata","Fabricius 1793","Key molecular processes of the diapause to post-diapause quiescence transition in the alfalfa leafcutting bee Megachile rotundata identified by comparative transcriptome analysis","2-s2.0-84929511587","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"312","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1007/s11829-015-9358-z","2015","Megachile rotundata","Fabricius 1793","Pollen packing affects the function of pollen on corbiculate bees but not non-corbiculate bees","2-s2.0-84925505951","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"313","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1098/rspb.2013.2653","2014","Megachile rotundata","Fabricius 1793","Interactions between fungi and bacteria influence microbial community structure in the Megachile rotundata larval gut","2-s2.0-84899945713","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"314","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1016/j.jinsphys.2014.05.003","2014","Megachile rotundata","Fabricius 1793","Changes in respiratory structure and function during post-diapause development in the alfalfa leafcutting bee, Megachile rotundata","2-s2.0-84901658271","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"315","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EN13222","2014","Megachile rotundata","Fabricius 1793","Cell position during larval development affects postdiapause development in megachile rotundata (Hymenoptera: Megachilidae)","2-s2.0-84905666620","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"316","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.7717/peerj.314","2014","Megachile rotundata","Fabricius 1793","Oocyte size, egg index, and body lipid content in relation to body size in the solitary bee Megachile rotundata","2-s2.0-84897941825","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"317","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1016/j.jinsphys.2014.03.007","2014","Megachile rotundata","Fabricius 1793","Extended hypoxia in the alfalfa leafcutting bee, Megachile rotundata, increases survival but causes sub-lethal effects","2-s2.0-84897938035","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"318","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1186/1471-2164-14-874","2013","Megachile rotundata","Fabricius 1793","Detoxification and stress response genes expressed in a western North American bumble bee, Bombus huntii (Hymenoptera: Apidae)","2-s2.0-84889957105","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"319","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EN13041","2013","Megachile rotundata","Fabricius 1793","Health status of alfalfa leafcutting bee larvae (Hymenoptera: Megachilidae) in United States alfalfa seed fields","2-s2.0-84891121765","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"320","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1007/s10681-013-0938-7","2013","Megachile rotundata","Fabricius 1793","Paternity testing in an autotetraploid alfalfa breeding polycross","2-s2.0-84887146123","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"321","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EC12487","2013","Megachile rotundata","Fabricius 1793","Effects of extended prepupal storage duration on adult flight physiology of the alfalfa leafcutting bee (Hymenoptera: Megachilidae).","2-s2.0-84880931499","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"322","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EC12486","2013","Megachile rotundata","Fabricius 1793","A fluctuating thermal regime improves long-term survival of quiescent prepupal Megachile rotundata (Hymenoptera: Megachilidae)","2-s2.0-84878876042","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"323","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EC12416","2013","Megachile rotundata","Fabricius 1793","Intended release and actual retention of alfalfa leafcutting bees (hymenoptera: Megachilidae) for pollination in commercial alfalfa seed fields","2-s2.0-84876224481","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"324","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EC12237","2013","Megachile rotundata","Fabricius 1793","Variation in alfalfa leafcutting bee (Hymenoptera: Megachilidae) reproductive success according to location of nests in United States commercial domiciles","2-s2.0-84876272012","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"325","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.4141/cjps2012-045","2012","Megachile rotundata","Fabricius 1793","Honey bee stocking numbers and wild blueberry production in Nova Scotia","2-s2.0-84870713947","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"326","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1007/s10340-011-0391-0","2012","Megachile rotundata","Fabricius 1793","Susceptibility of Megachile rotundata to insecticides used in wild blueberry production in Atlantic Canada","2-s2.0-84857652083","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"327","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.3958/059.037.0102","2012","Megachile rotundata","Fabricius 1793","Susceptibility of adult alfalfa leafcutting bees 1 and honey bees 2 to a microbial control agent, Beauveria bassiana","2-s2.0-84859714323","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"328","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EC11210","2012","Megachile rotundata","Fabricius 1793","Duration and frequency of a high temperature pulse affect survival of emergence-ready megachile rotundata (Hymenoptera: Megachilidae) during low-temperature incubation","2-s2.0-84856836756","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"329","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1016/j.cbpa.2011.08.004","2011","Megachile rotundata","Fabricius 1793","Cyclic CO 2 emissions during the high temperature pulse of fluctuating thermal regime in eye-pigmented pupae of Megachile rotundata","2-s2.0-80053182784","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"330","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EN10320","2011","Megachile rotundata","Fabricius 1793","Effect of temperature on post-wintering development and total lipid content of alfalfa leafcutting bees","2-s2.0-80051728760","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"331","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EC11062","2011","Megachile rotundata","Fabricius 1793","A fluctuating thermal regime improves survival of cold-mediated delayed emergence in developing megachile rotundata (Hymenoptera: Megachilidae)","2-s2.0-80051708710","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"332","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/EN10138","2011","Megachile rotundata","Fabricius 1793","Chalkbrood transmission in the alfalfa leafcutting bee: The impact of disinfecting bee cocoons in loose cell management systems","2-s2.0-80051779633","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"333","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1673/031.011.0143","2011","Megachile rotundata","Fabricius 1793","Effects of the insect growth regulator, novaluron on immature alfalfa leafcutting bees, Megachile rotundata","2-s2.0-79955490224","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"334","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1007/s13592-011-0005-0","2011","Megachile rotundata","Fabricius 1793","Nectar and pollen sugars constituting larval provisions of the alfalfa leaf-cutting bee (Megachile rotundata) (Hymenoptera: Apiformes: Megachilidae)","2-s2.0-78650870196","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"335","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1051/apido/2010057","2011","Megachile rotundata","Fabricius 1793","Pollen load composition and size in the leafcutting bee Megachile rotundata (Hymenoptera: Megachilidae)","2-s2.0-80054687889","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"336","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1146/annurev-ento-120709-144836","2011","Megachile rotundata","Fabricius 1793","The alfalfa leafcutting bee, megachile rotundata: The world's most intensively managed solitary bee","2-s2.0-78650891572","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"337","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.3896/IBRA.1.50.3.07","2011","Megachile rotundata","Fabricius 1793","Attraction to old nest cues during nest selection by the solitary bee megachile rotundata (hymenoptera: Megachilidae)","2-s2.0-85020592901","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"338","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.3896/IBRA.1.50.3.07","2011","Megachile rotundata","Fabricius 1793","Attraction to old nest cues during nest selection by the solitary bee megachile rotundata (hymenoptera: Megachilidae)","2-s2.0-85020592901","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"339","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1603/AN09183","2010","Megachile rotundata","Fabricius 1793","Offspring size and sex ratio variation in a feral population of alfalfa leafcutting bees (Hymenoptera: Megachilidae)","2-s2.0-77956164913","Megachilidae","6845880",NA,"33327868","accepted name","1a"
"340","Megachile rotundata","Animalia","Insecta","Hymenoptera","10.1080/01140671003781736","2010","Megachile rotundata","Fabricius 1793","Apis mellifera and Megachile rotundata: A comparison of behaviour and seed yield in a hybrid carrot seed crop","2-s2.0-79959712591","Megachilidae","6845880",NA,"33327868","accepted name","1a"
